Date	Open	High	Low	Close	Volume
15-Jan-13	719.33	735	712.1	724.93	3927990
14-Jan-13	737	742.2	722.35	723.25	2864106
11-Jan-13	742	742.43	736.3	739.99	1285125
10-Jan-13	742.83	745	733.5	741.48	1835780
9-Jan-13	732.27	738.35	728.6	738.12	2025751
8-Jan-13	735.54	736.3	724.43	733.3	1676740
7-Jan-13	735.45	739.38	730.58	734.75	1655967
4-Jan-13	729.34	741.47	727.68	737.97	2763552
3-Jan-13	724.93	731.93	720.72	723.67	2318140
2-Jan-13	719.42	727	716.55	723.25	2542268
31-Dec-12	700	710.57	696	707.38	1997733
28-Dec-12	701.69	706.91	700.01	700.01	1403926
27-Dec-12	707.14	708.84	698.61	706.29	1647392
26-Dec-12	708.07	712.88	702.41	708.87	1182572
24-Dec-12	714.51	715.18	707.47	709.5	841931
21-Dec-12	713.97	718.82	710.52	715.63	3527849
20-Dec-12	723.26	724.65	716.97	722.36	1657153
19-Dec-12	720.71	723	716.68	720.11	1919799
18-Dec-12	716.6	729.1	715.05	721.07	3005138
17-Dec-12	705.5	738.28	704.02	720.78	3036763
14-Dec-12	699.17	707.82	698.43	701.96	2130595
13-Dec-12	715.92	716.48	699.55	702.7	3446306
12-Dec-12	699.23	703.51	693.48	697.56	2426299
11-Dec-12	690	701.92	687.72	696.88	2687956
10-Dec-12	685.39	691.65	683.79	685.42	1366866
7-Dec-12	695	696.88	682.42	684.21	1919476
6-Dec-12	687.59	695.61	684.51	691.13	1462216
5-Dec-12	692.15	694.5	682.33	687.82	1862735
4-Dec-12	695	695.51	685.7	691.03	1991605
3-Dec-12	702.24	705.89	694.11	695.25	2193948
30-Nov-12	691.31	699.22	685.69	698.37	3164441
29-Nov-12	687.78	693.9	682	691.89	2780544
28-Nov-12	668.01	684.91	663.89	683.67	3041940
27-Nov-12	660.17	675	658	670.71	2509598
26-Nov-12	666.44	667	659.02	661.15	2205527
23-Nov-12	669.97	670	666.1	667.97	922477
21-Nov-12	668.99	669.8	660.4	665.87	2113011
20-Nov-12	669.51	678	664.57	669.97	2089086
19-Nov-12	655.7	668.92	655.53	668.21	2369716
16-Nov-12	645.99	653.02	636	647.18	3438500
15-Nov-12	650	660	643.9	647.26	1848939
14-Nov-12	660.66	662.18	650.5	652.55	1668322
13-Nov-12	663	667.6	658.23	659.05	1594639
12-Nov-12	663.75	669.8	660.87	665.9	1405870
9-Nov-12	654.65	668.34	650.3	663.03	3114084
8-Nov-12	670.2	671.49	651.23	652.29	2598676
7-Nov-12	675	678.23	666.49	667.12	2232438
6-Nov-12	685.48	686.5	677.55	681.72	1582936
5-Nov-12	684.5	686.86	675.56	682.96	1635894
2-Nov-12	694.79	695.55	687.37	687.92	2324569
1-Nov-12	679.5	690.9	678.72	687.59	2050471
31-Oct-12	679.86	681	675	680.3	1537001
26-Oct-12	676.5	683.03	671.2	675.15	1950865
25-Oct-12	680	682	673.51	677.76	2403696
24-Oct-12	686.8	687	675.27	677.3	2496411
23-Oct-12	672.01	687.33	672	680.35	2916978
22-Oct-12	681.01	684.63	669.7	678.67	4057872
19-Oct-12	705.58	706.7	672	681.79	11483428
18-Oct-12	755.54	759.42	676	695	12442346
17-Oct-12	743.95	756.34	740.26	755.49	2292819
16-Oct-12	740.13	746.99	736.46	744.7	2058468
15-Oct-12	741.94	743.83	730.7	740.98	3020098
12-Oct-12	751.85	754.87	744.1	744.75	2406787
11-Oct-12	752.9	758.5	750.29	751.48	2383987
10-Oct-12	741.86	747.53	738.29	744.56	2041203
9-Oct-12	759.67	761.32	742.53	744.09	3003884
8-Oct-12	761	763.58	754.15	757.84	1958625
5-Oct-12	770.71	774.38	765	767.65	2737751
4-Oct-12	762.75	769.89	759.4	768.05	2454496
3-Oct-12	755.72	763.92	752.2	762.5	2208639
2-Oct-12	765.2	765.99	750.27	756.99	2790375
1-Oct-12	759.05	765	756.21	761.78	3168477
28-Sep-12	754.15	759.3	751.15	754.5	2784091
27-Sep-12	759.95	762.84	751.65	756.5	3932272
26-Sep-12	749.85	761.24	741	753.46	5674334
25-Sep-12	753.05	764.89	747.66	749.16	6061033
24-Sep-12	731	750.04	730.25	749.38	3565837
21-Sep-12	732.21	734.92	730.12	733.99	6360376
20-Sep-12	724.47	731.38	721.22	728.12	2907854
19-Sep-12	717.5	728.56	716.41	727.5	3098782
18-Sep-12	707.78	718.66	706.78	718.28	2067249
17-Sep-12	708.11	712.88	705	709.98	1508307
14-Sep-12	709.6	713	707.01	709.68	2618874
13-Sep-12	693.09	709	690.54	706.04	2659302
12-Sep-12	689.41	694.91	680.88	690.88	2642260
11-Sep-12	697.96	700.65	691	692.19	1874004
10-Sep-12	709.76	712.81	698.39	700.77	2560067
7-Sep-12	700	712.25	697.67	706.15	3236308
6-Sep-12	685.96	699.89	684.73	699.4	3044450
5-Sep-12	680	686.5	679.14	680.72	1708169
4-Sep-12	684.55	685	673.5	681.04	1889613
31-Aug-12	684	688.58	680.04	685.09	2127125
30-Aug-12	684.24	687.39	680.18	681.68	1627704
29-Aug-12	677.37	688.99	676.15	688.01	2991037
28-Aug-12	665	677.62	664.74	677.25	2058938
27-Aug-12	662.99	672	659.24	669.22	2614131
24-Aug-12	675.6	680.45	674.08	678.63	1429267
23-Aug-12	674.27	680.48	671	676.8	1784453
22-Aug-12	667.38	680.6	666.7	677.18	1909262
21-Aug-12	673.11	678	662.17	669.51	2222805
20-Aug-12	675.5	678.87	672.66	675.54	1758421
17-Aug-12	674.12	677.25	671.7	677.14	2177896
16-Aug-12	667.51	674.64	667.08	672.87	1717691
15-Aug-12	670.28	674.25	664.1	667.54	2411100
14-Aug-12	659.25	672.85	659	668.66	3662178
13-Aug-12	647.42	660.15	646.68	660.01	3268073
10-Aug-12	638.59	642.24	636.13	642	1434408
9-Aug-12	644.51	646.37	641.52	642.35	1070288
8-Aug-12	639.05	645.87	638.5	642.23	1322386
7-Aug-12	641.79	644.26	636.47	640.54	1982695
6-Aug-12	639.61	649.38	639.22	642.82	1782494
3-Aug-12	640	643.72	636.14	641.33	1897446
2-Aug-12	625.51	638.03	623.41	628.75	1977690
1-Aug-12	637.3	639.51	631.38	632.68	1844556
31-Jul-12	628.26	636.5	628.22	632.97	1865890
30-Jul-12	636.05	642.6	629.5	632.3	2186717
27-Jul-12	618.89	635	617.5	634.96	3550174
26-Jul-12	615	616.87	610.03	613.36	1687485
25-Jul-12	608.32	613.38	605.37	607.99	1822973
24-Jul-12	615	617.93	604.34	607.57	2012189
23-Jul-12	600.48	618.35	598.25	615.51	3561818
20-Jul-12	608.76	612.94	598.18	610.82	6463748
19-Jul-12	586.14	598.48	586	593.06	4674637
18-Jul-12	576.98	583.69	576.13	580.76	1550950
17-Jul-12	578.43	580.67	568.4	576.73	1681568
16-Jul-12	576.37	579.19	571.78	574.92	1462861
13-Jul-12	572.15	579.15	568.55	576.52	1976558
12-Jul-12	567.12	571.93	562.09	570.48	2310094
11-Jul-12	576.3	577.85	564.94	571.19	3500946
10-Jul-12	590.19	592.43	578.74	581.7	1923015
9-Jul-12	584.95	588.6	581.25	586.01	1715020
6-Jul-12	592.45	593.52	582.82	585.98	2162328
5-Jul-12	588.76	600.06	588.54	595.92	2345901
3-Jul-12	580.01	588.41	578	587.83	1190525
2-Jul-12	581.82	583	576.5	580.47	1655563
29-Jun-12	574.96	580.13	572.2	580.07	2522562
28-Jun-12	565.9	566.23	557.21	564.31	1922064
27-Jun-12	567.7	573.99	566.02	569.3	1692446
26-Jun-12	562.76	566.6	559.48	564.68	1351151
25-Jun-12	567.33	568.09	557.35	560.7	1582036
22-Jun-12	568	571.48	565.82	571.48	2229125
21-Jun-12	579.84	579.84	563.73	565.21	2011322
20-Jun-12	579.81	580	573.51	577.51	2346698
19-Jun-12	573.59	584.28	573.12	581.53	2076629
18-Jun-12	562.62	574.21	559.25	570.85	2497864
15-Jun-12	560.34	564.52	557.09	564.51	3002511
14-Jun-12	561.3	565.07	556.52	559.05	2345107
13-Jun-12	561.72	567	558.68	561.09	1954607
12-Jun-12	569.77	570.3	558.58	565.1	3224142
11-Jun-12	584.21	585.32	566.69	568.5	2662269
8-Jun-12	575.85	581	574.58	580.45	1410366
7-Jun-12	587.6	587.89	577.25	578.23	1759532
6-Jun-12	576.48	581.97	573.61	580.57	2096173
5-Jun-12	575.45	578.13	566.47	570.41	2340477
4-Jun-12	570.22	580.49	570.01	578.59	2433786
1-Jun-12	571.79	572.65	568.35	570.98	3058314
31-May-12	588.72	590	579	580.86	2969455
30-May-12	588.16	591.9	583.53	588.23	1906629
29-May-12	595.81	599.13	588.32	594.34	2606651
25-May-12	601	601.73	588.28	591.53	3582472
24-May-12	609.16	611.92	598.87	603.66	1892185
23-May-12	601.65	609.6	597.12	609.46	3178016
22-May-12	613.44	613.81	596	600.8	3052748
21-May-12	600.51	615.69	600	614.11	3075829
18-May-12	625.1	632.42	596.7	600.4	5976129
17-May-12	633.83	637.85	621.23	623.05	3354518
16-May-12	617.96	630.1	615.94	628.93	4837424
15-May-12	605.35	615	603.75	611.11	2102339
14-May-12	600.78	608.5	600.58	604	1824733
11-May-12	610.35	614.55	604.77	605.23	2099726
10-May-12	612.96	616.19	610.23	613.66	1535877
9-May-12	606.82	616.38	601.81	609.15	2329546
8-May-12	605.53	616.9	600.7	612.79	2678485
7-May-12	595	610.57	595	607.55	1994515
4-May-12	605.92	607.89	596.81	596.97	2207360
3-May-12	609.62	614.83	608.95	611.02	1868187
2-May-12	601.2	608.11	600.61	607.26	1611434
1-May-12	603.79	611.6	600.19	604.43	2002424
30-Apr-12	612.99	616.08	600.61	604.85	2407213
27-Apr-12	615.02	616.74	610.6	614.98	1636399
26-Apr-12	610.91	618	609.7	615.47	2093733
25-Apr-12	604	611.35	602.88	609.72	1821042
24-Apr-12	598.24	606.63	597.32	601.27	1933303
23-Apr-12	592.9	598.45	590.2	597.6	2197933
20-Apr-12	604.25	608.85	595.83	596.06	3058961
19-Apr-12	605.69	616.26	599	599.3	3295787
18-Apr-12	608.05	612.8	602.81	607.45	2670380
17-Apr-12	608.56	617.69	607.01	609.57	3024414
16-Apr-12	623	623.81	601.66	606.07	5693458
13-Apr-12	647.55	648.99	623.54	624.6	8163012
12-Apr-12	642.35	653.14	640.26	651.01	5756582
11-Apr-12	633.97	636	631.3	635.96	2200268
10-Apr-12	633.52	634.5	624.55	626.86	2485078
9-Apr-12	628.48	635.33	625.29	630.84	2183535
5-Apr-12	632.24	636.43	628.57	632.32	2319712
4-Apr-12	638.45	639	631.1	635.15	1628272
3-Apr-12	645.41	647.95	638.64	642.62	2044857
2-Apr-12	640.77	647.5	634.84	646.92	2284338
30-Mar-12	651.75	653.49	641	641.24	2312245
29-Mar-12	653.44	656.59	644.3	648.41	1924315
28-Mar-12	652.03	658.59	651.08	655.76	2538808
27-Mar-12	647.03	653.5	644.8	647.02	2008804
26-Mar-12	645	649.49	639.54	649.33	1821467
23-Mar-12	646.6	648.5	640.9	642.59	1940335
22-Mar-12	638.5	648.8	631	646.05	2410320
21-Mar-12	634.61	647.39	632.51	639.98	2469637
20-Mar-12	630.92	636.06	627.27	633.49	1540778
19-Mar-12	623.12	637.27	621.24	633.98	2172971
16-Mar-12	620.89	625.91	620.05	625.04	3050457
15-Mar-12	616.6	623.5	614.83	621.13	2435340
14-Mar-12	615	622.78	613.46	615.99	2936857
13-Mar-12	608.75	617.85	605.55	617.78	2247354
12-Mar-12	600	607	599.26	605.15	1669376
9-Mar-12	607.95	611.9	600	600.25	2671524
8-Mar-12	610.04	611.5	606.35	607.14	1345428
7-Mar-12	609.05	611.19	605.86	606.8	1264892
6-Mar-12	608.05	608.81	593.84	604.96	3175216
5-Mar-12	620.43	622.49	611.38	614.25	1593250
2-Mar-12	622	624	620.32	621.25	1573214
1-Mar-12	622.26	625.7	618.15	622.4	2238010
29-Feb-12	618.6	625.6	615.5	618.25	3136837
28-Feb-12	610	619.77	607.68	618.39	2847797
27-Feb-12	606.59	612.36	605.06	609.31	1814618
24-Feb-12	607.35	611.65	605.51	609.9	1937074
23-Feb-12	607	607.94	600.35	606.11	2055030
22-Feb-12	611.96	616.78	606.71	607.94	1967855
21-Feb-12	603.87	617.88	602.88	614	2481110
17-Feb-12	604.97	607.63	602.4	604.64	2449229
16-Feb-12	602.82	608.81	597.73	606.52	2530861
15-Feb-12	612.93	612.93	602.56	605.56	2426960
14-Feb-12	611.54	612	604.76	609.76	1803851
13-Feb-12	610.5	613.84	610.02	612.2	1816551
10-Feb-12	607.88	608.13	604	605.91	2325443
9-Feb-12	612.02	614.5	609	611.46	2265433
8-Feb-12	608.64	611.35	604.74	609.85	1836963
7-Feb-12	607.15	609.39	603.76	606.77	2092035
6-Feb-12	595.01	610.83	594.01	609.09	3679755
3-Feb-12	590.66	597.07	588.05	596.33	3169260
2-Feb-12	584.87	586.41	582.08	585.11	2414672
1-Feb-12	584.94	585.5	579.14	580.83	2320950
31-Jan-12	583	584	575.15	580.11	2142716
30-Jan-12	578.05	580	573.4	577.69	2330967
27-Jan-12	570.78	580.32	569.33	579.98	3618815
26-Jan-12	571.98	574.48	564.55	568.1	3228004
25-Jan-12	577.51	578.71	566.38	569.49	4988196
24-Jan-12	586.32	587.68	578	580.93	3056391
23-Jan-12	586	588.66	583.16	585.52	3413040
20-Jan-12	590.53	591	581.7	585.99	10576774
19-Jan-12	640.99	640.99	631.46	639.57	6305274
18-Jan-12	626.63	634	622.12	632.91	2763190
17-Jan-12	631.98	631.98	625.68	628.58	1909394
13-Jan-12	626.26	626.95	621.06	624.99	2307338
12-Jan-12	631.22	632.89	626.5	629.64	1875854
11-Jan-12	623.5	629.39	621.12	625.96	2400582
10-Jan-12	629.75	633.8	616.91	623.14	4395615
9-Jan-12	646.5	647	621.23	622.46	5825720
6-Jan-12	659.15	660	649.79	650.02	1438122
5-Jan-12	662.13	663.97	656.23	659.01	3283277
4-Jan-12	665.03	670.25	660.62	668.28	2864365
3-Jan-12	652.94	668.15	652.37	665.41	3677850
30-Dec-11	642.02	646.76	642.02	645.9	1782859
29-Dec-11	641.49	643	635.2	642.4	1575595
28-Dec-11	642.75	645	638.1	639.7	2127130
27-Dec-11	632.05	644.49	632	640.25	1609052
