Alaska,Juneau,02,110
Alaska,Kenai Peninsula,02,122
Alaska,Ketchikan Gateway,02,130
Alaska,Kodiak Island,02,150
Alaska,Lake and Peninsula,02,164
Alaska,Matanuska Susitna,02,170
Alaska,Nome,02,180
Alaska,North Slope,02,185
Alaska,Northwest Arctic,02,188
Alaska,Prince Wales Ketchikan,02,201
Alaska,Sitka,02,220
Alaska,Skagway Hoonah Angoon,02,232
Alaska,Southeast Fairbanks,02,240
Alaska,Valdez Cordova,02,261
Alaska,Wade Hampton,02,270
Alaska,Wrangell Petersburg,02,280
Alaska,Yakutat,02,282
Alaska,Yukon Koyukuk,02,290
Arizona,Apache,04,001
Arizona,Cochise,04,003
Arizona,Coconino,04,005
Arizona,Gila,04,007
Arizona,Graham,04,009
Arizona,Greenlee,04,011
Arizona,La Paz,04,012
Arizona,Maricopa,04,013
Arizona,Mohave,04,015
Arizona,Navajo,04,017
Arizona,Pima,04,019
Arizona,Pinal,04,021
Arizona,Santa Cruz,04,023
Arizona,Yavapai,04,025
Arizona,Yuma,04,027
Arkansas,Arkansas,05,001
Arkansas,Ashley,05,003
Arkansas,Baxter,05,005
Arkansas,Benton,05,007
Arkansas,Boone,05,009
Arkansas,Bradley,05,011
Arkansas,Calhoun,05,013
Arkansas,Carroll,05,015
Arkansas,Chicot,05,017
Arkansas,Clark,05,019
Arkansas,Clay,05,021
Arkansas,Cleburne,05,023
Arkansas,Cleveland,05,025
Arkansas,Columbia,05,027
Arkansas,Conway,05,029
Arkansas,Craighead,05,031
Arkansas,Crawford,05,033
Arkansas,Crittenden,05,035
Arkansas,Cross,05,037
Arkansas,Dallas,05,039
Arkansas,Desha,05,041
Arkansas,Drew,05,043
Arkansas,Faulkner,05,045
Arkansas,Franklin,05,047
Arkansas,Fulton,05,049
Arkansas,Garland,05,051
Arkansas,Grant,05,053
Arkansas,Greene,05,055
Arkansas,Hempstead,05,057
Arkansas,Hot Spring,05,059
Arkansas,Howard,05,061
Arkansas,Independence,05,063
Arkansas,Izard,05,065
Arkansas,Jackson,05,067
Arkansas,Jefferson,05,069
Arkansas,Johnson,05,071
Arkansas,Lafayette,05,073
Arkansas,Lawrence,05,075
Arkansas,Lee,05,077
Arkansas,Lincoln,05,079
Arkansas,Little River,05,081
Arkansas,Logan,05,083
Arkansas,Lonoke,05,085
Arkansas,Madison,05,087
Arkansas,Marion,05,089
Arkansas,Miller,05,091
Arkansas,Mississippi,05,093
Arkansas,Monroe,05,095
Arkansas,Nevada,05,099
Arkansas,Newton,05,101
Arkansas,Ouachita,05,103
Arkansas,Perry,05,105
Arkansas,Phillips,05,107
Arkansas,Pike,05,109
Arkansas,Poinsett,05,111
Arkansas,Polk,05,113
Arkansas,Pope,05,115
Arkansas,Prairie,05,117
Arkansas,Pulaski,05,119
Arkansas,Randolph,05,121
Arkansas,St Francis,05,123
Arkansas,Saline,05,125
Arkansas,Scott,05,127
Arkansas,Searcy,05,129
Arkansas,Sebastian,05,131
Arkansas,Sevier,05,133
Arkansas,Sharp,05,135
Arkansas,Stone,05,137
Arkansas,Union,05,139
Arkansas,Van Buren,05,141
Arkansas,Washington,05,143
Arkansas,White,05,145
Arkansas,Woodruff,05,147
Arkansas,Yell,05,149
California,Alameda,06,001
California,Alpine,06,003
California,Amador,06,005
California,Butte,06,007
California,Calaveras,06,009
California,Colusa,06,011
California,Contra Costa,06,013
California,Del Norte,06,015
California,El Dorado,06,017
California,Fresno,06,019
California,Glenn,06,021
California,Humboldt,06,023
California,Imperial,06,025
California,Inyo,06,027
California,Kern,06,029
California,Kings,06,031
California,Lake,06,033
California,Lassen,06,035
California,Los Angeles,06,037
California,Madera,06,039
California,Marin,06,041
California,Mariposa,06,043
California,Mendocino,06,045
California,Merced,06,047
California,Modoc,06,049
California,Mono,06,051
California,Monterey,06,053
California,Napa,06,055
California,Nevada,06,057
California,Orange,06,059
California,Placer,06,061
California,Plumas,06,063
California,Riverside,06,065
California,Sacramento,06,067
California,San Benito,06,069
California,San Bernardino,06,071
California,San Diego,06,073
California,San Francisco,06,075
California,San Joaquin,06,077
California,San Luis Obispo,06,079
California,San Mateo,06,081
California,Santa Barbara,06,083
California,Santa Clara,06,085
California,Santa Cruz,06,087
California,Shasta,06,089
California,Sierra,06,091
California,Siskiyou,06,093
California,Solano,06,095
California,Sonoma,06,097
California,Stanislaus,06,099
California,Sutter,06,101
California,Tehama,06,103
California,Trinity,06,105
California,Tulare,06,107
California,Tuolumne,06,109
California,Ventura,06,111
California,Yolo,06,113
California,Yuba,06,115
Colorado,Adams,08,001
Colorado,Alamosa,08,003
Colorado,Arapahoe,08,005
Colorado,Archuleta,08,007
Colorado,Baca,08,009
Colorado,Bent,08,011
Colorado,Boulder,08,013
Colorado,Broomfield,08,014
Colorado,Chaffee,08,015
Colorado,Cheyenne,08,017
Colorado,Clear Creek,08,019
Colorado,Conejos,08,021
Colorado,Costilla,08,023
Colorado,Crowley,08,025
Colorado,Custer,08,027
Colorado,Delta,08,029
Colorado,Denver,08,031
Colorado,Dolores,08,033
Colorado,Douglas,08,035
Colorado,Eagle,08,037
Colorado,Elbert,08,039
Colorado,El Paso,08,041
Colorado,Fremont,08,043
Colorado,Garfield,08,045
Colorado,Gilpin,08,047
Colorado,Grand,08,049
Colorado,Gunnison,08,051
Colorado,Hinsdale,08,053
Colorado,Huerfano,08,055
Colorado,Jackson,08,057
Colorado,Jefferson,08,059
Colorado,Kiowa,08,061
Colorado,Kit Carson,08,063
Colorado,Lake,08,065
Colorado,La Plata,08,067
Colorado,Larimer,08,069
Colorado,Las Animas,08,071
Colorado,Lincoln,08,073
Colorado,Logan,08,075
Colorado,Mesa,08,077
Colorado,Mineral,08,079
Colorado,Moffat,08,081
Colorado,Montezuma,08,083
Colorado,Montrose,08,085
Colorado,Morgan,08,087
Colorado,Otero,08,089
Colorado,Ouray,08,091
Colorado,Park,08,093
Colorado,Phillips,08,095
Colorado,Pitkin,08,097
Colorado,Prowers,08,099
Colorado,Pueblo,08,101
Colorado,Rio Blanco,08,103
Colorado,Rio Grande,08,105
Colorado,Routt,08,107
Colorado,Saguache,08,109
Colorado,San Juan,08,111
Colorado,San Miguel,08,113
Colorado,Sedgwick,08,115
Colorado,Summit,08,117
Colorado,Teller,08,119
Colorado,Washington,08,121
Colorado,Weld,08,123
Colorado,Yuma,08,125
Connecticut,Fairfield,09,001
Connecticut,Hartford,09,003
Connecticut,Litchfield,09,005
Connecticut,Middlesex,09,007
Connecticut,New Haven,09,009
Connecticut,New London,09,011
Connecticut,Tolland,09,013
Connecticut,Windham,09,015
Delaware,Kent,10,001
Delaware,New Castle,10,003
Delaware,Sussex,10,005
District of Columbia,District of Columbia,11,001
District of Columbia,Montgomery,11,031
Florida,Alachua,12,001
Florida,Baker,12,003
Florida,Bay,12,005
Florida,Bradford,12,007
Florida,Brevard,12,009
Florida,Broward,12,011
Florida,Calhoun,12,013
Florida,Charlotte,12,015
Florida,Citrus,12,017
Florida,Clay,12,019
Florida,Collier,12,021
Florida,Columbia,12,023
Florida,De Soto,12,027
Florida,Dixie,12,029
Florida,Duval,12,031
Florida,Escambia,12,033
Florida,Flagler,12,035
Florida,Franklin,12,037
Florida,Gadsden,12,039
Florida,Gilchrist,12,041
Florida,Glades,12,043
Florida,Gulf,12,045
Florida,Hamilton,12,047
Florida,Hardee,12,049
Florida,Hendry,12,051
Florida,Hernando,12,053
Florida,Highlands,12,055
Florida,Hillsborough,12,057
Florida,Holmes,12,059
Florida,Indian River,12,061
Florida,Jackson,12,063
Florida,Jefferson,12,065
Florida,Lafayette,12,067
Florida,Lake,12,069
Florida,Lee,12,071
Florida,Leon,12,073
Florida,Levy,12,075
Florida,Liberty,12,077
Florida,Madison,12,079
Florida,Manatee,12,081
Florida,Marion,12,083
Florida,Martin,12,085
Florida,Miami-Dade,12,086
Florida,Monroe,12,087
Florida,Nassau,12,089
Florida,Okaloosa,12,091
Florida,Okeechobee,12,093
Florida,Orange,12,095
Florida,Osceola,12,097
Florida,Palm Beach,12,099
Florida,Pasco,12,101
Florida,Pinellas,12,103
Florida,Polk,12,105
Florida,Putnam,12,107
Florida,St Johns,12,109
Florida,St Lucie,12,111
Florida,Santa Rosa,12,113
Florida,Sarasota,12,115
Florida,Seminole,12,117
Florida,Sumter,12,119
Florida,Suwannee,12,121
Florida,Taylor,12,123
Florida,Union,12,125
Florida,Volusia,12,127
Florida,Wakulla,12,129
Florida,Walton,12,131
Florida,Washington,12,133
Georgia,Appling,13,001
Georgia,Atkinson,13,003
Georgia,Bacon,13,005
Georgia,Baker,13,007
Georgia,Baldwin,13,009
Georgia,Banks,13,011
Georgia,Barrow,13,013
Georgia,Bartow,13,015
Georgia,Ben Hill,13,017
Georgia,Berrien,13,019
Georgia,Bibb,13,021
Georgia,Bleckley,13,023
Georgia,Brantley,13,025
Georgia,Brooks,13,027
Georgia,Bryan,13,029
Georgia,Bulloch,13,031
Georgia,Burke,13,033
Georgia,Butts,13,035
Georgia,Calhoun,13,037
Georgia,Camden,13,039
Georgia,Candler,13,043
Georgia,Carroll,13,045
Georgia,Catoosa,13,047
Georgia,Charlton,13,049
Georgia,Chatham,13,051
Georgia,Chattahoochee,13,053
Georgia,Chattooga,13,055
Georgia,Cherokee,13,057
Georgia,Clarke,13,059
Georgia,Clay,13,061
Georgia,Clayton,13,063
Georgia,Clinch,13,065
Georgia,Cobb,13,067
Georgia,Coffee,13,069
Georgia,Colquitt,13,071
Georgia,Columbia,13,073
Georgia,Cook,13,075
Georgia,Coweta,13,077
Georgia,Crawford,13,079
Georgia,Crisp,13,081
Georgia,Dade,13,083
Georgia,Dawson,13,085
Georgia,Decatur,13,087
Georgia,De Kalb,13,089
Georgia,Dodge,13,091
Georgia,Dooly,13,093
Georgia,Dougherty,13,095
Georgia,Douglas,13,097
Georgia,Early,13,099
Georgia,Echols,13,101
Georgia,Effingham,13,103
Georgia,Elbert,13,105
Georgia,Emanuel,13,107
Georgia,Evans,13,109
Georgia,Fannin,13,111
Georgia,Fayette,13,113
Georgia,Floyd,13,115
Georgia,Forsyth,13,117
Georgia,Franklin,13,119
Georgia,Fulton,13,121
Georgia,Gilmer,13,123
Georgia,Glascock,13,125
Georgia,Glynn,13,127
Georgia,Gordon,13,129
Georgia,Grady,13,131
Georgia,Greene,13,133
Georgia,Gwinnett,13,135
Georgia,Habersham,13,137
Georgia,Hall,13,139
Georgia,Hancock,13,141
Georgia,Haralson,13,143
Georgia,Harris,13,145
Georgia,Hart,13,147
Georgia,Heard,13,149
Georgia,Henry,13,151
Georgia,Houston,13,153
Georgia,Irwin,13,155
Georgia,Jackson,13,157
Georgia,Jasper,13,159
Georgia,Jeff Davis,13,161
Georgia,Jefferson,13,163
Georgia,Jenkins,13,165
Georgia,Johnson,13,167
Georgia,Jones,13,169
Georgia,Lamar,13,171
Georgia,Lanier,13,173
Georgia,Laurens,13,175
Georgia,Lee,13,177
Georgia,Liberty,13,179
Georgia,Lincoln,13,181
Georgia,Long,13,183
Georgia,Lowndes,13,185
Georgia,Lumpkin,13,187
Georgia,McDuffie,13,189
Georgia,McIntosh,13,191
Georgia,Macon,13,193
Georgia,Madison,13,195
Georgia,Marion,13,197
Georgia,Meriwether,13,199
Georgia,Miller,13,201
Georgia,Mitchell,13,205
Georgia,Monroe,13,207
Georgia,Montgomery,13,209
Georgia,Morgan,13,211
Georgia,Murray,13,213
Georgia,Muscogee,13,215
Georgia,Newton,13,217
Georgia,Oconee,13,219
Georgia,Oglethorpe,13,221
Georgia,Paulding,13,223
Georgia,Peach,13,225
Georgia,Pickens,13,227
Georgia,Pierce,13,229
Georgia,Pike,13,231
Georgia,Polk,13,233
Georgia,Pulaski,13,235
Georgia,Putnam,13,237
Georgia,Quitman,13,239
Georgia,Rabun,13,241
Georgia,Randolph,13,243
Georgia,Richmond,13,245
Georgia,Rockdale,13,247
Georgia,Schley,13,249
Georgia,Screven,13,251
Georgia,Seminole,13,253
Georgia,Spalding,13,255
Georgia,Stephens,13,257
Georgia,Stewart,13,259
Georgia,Sumter,13,261
Georgia,Talbot,13,263
Georgia,Taliaferro,13,265
Georgia,Tattnall,13,267
Georgia,Taylor,13,269
Georgia,Telfair,13,271
Georgia,Terrell,13,273
Georgia,Thomas,13,275
Georgia,Tift,13,277
Georgia,Toombs,13,279
Georgia,Towns,13,281
Georgia,Treutlen,13,283
Georgia,Troup,13,285
Georgia,Turner,13,287
Georgia,Twiggs,13,289
Georgia,Union,13,291
Georgia,Upson,13,293
Georgia,Walker,13,295
Georgia,Walton,13,297
Georgia,Ware,13,299
Georgia,Warren,13,301
Georgia,Washington,13,303
Georgia,Wayne,13,305
Georgia,Webster,13,307
Georgia,Wheeler,13,309
Georgia,White,13,311
Georgia,Whitfield,13,313
Georgia,Wilcox,13,315
Georgia,Wilkes,13,317
Georgia,Wilkinson,13,319
Georgia,Worth,13,321
Hawaii,Hawaii,15,001
Hawaii,Honolulu,15,003
Hawaii,Kauai,15,007
Hawaii,Maui,15,009
Idaho,Ada,16,001
Idaho,Adams,16,003
Idaho,Bannock,16,005
Idaho,Bear Lake,16,007
Idaho,Benewah,16,009
Idaho,Bingham,16,011
Idaho,Blaine,16,013
Idaho,Boise,16,015
Idaho,Bonner,16,017
Idaho,Bonneville,16,019
Idaho,Boundary,16,021
Idaho,Butte,16,023
Idaho,Camas,16,025
Idaho,Canyon,16,027
Idaho,Caribou,16,029
Idaho,Cassia,16,031
Idaho,Clark,16,033
Idaho,Clearwater,16,035
Idaho,Custer,16,037
Idaho,Elmore,16,039
Idaho,Franklin,16,041
Idaho,Fremont,16,043
Idaho,Gem,16,045
Idaho,Gooding,16,047
Idaho,Idaho,16,049
Idaho,Jefferson,16,051
Idaho,Jerome,16,053
Idaho,Kootenai,16,055
Idaho,Latah,16,057
Idaho,Lemhi,16,059
Idaho,Lewis,16,061
Idaho,Lincoln,16,063
Idaho,Madison,16,065
Idaho,Minidoka,16,067
Idaho,Nez Perce,16,069
Idaho,Oneida,16,071
Idaho,Owyhee,16,073
Idaho,Payette,16,075
Idaho,Power,16,077
Idaho,Shoshone,16,079
Idaho,Teton,16,081
Idaho,Twin Falls,16,083
Idaho,Valley,16,085
Idaho,Washington,16,087
Illinois,Adams,17,001
Illinois,Alexander,17,003
Illinois,Bond,17,005
Illinois,Boone,17,007
Illinois,Brown,17,009
Illinois,Bureau,17,011
Illinois,Calhoun,17,013
Illinois,Carroll,17,015
Illinois,Cass,17,017
Illinois,Champaign,17,019
Illinois,Christian,17,021
Illinois,Clark,17,023
Illinois,Clay,17,025
Illinois,Clinton,17,027
Illinois,Coles,17,029
Illinois,Cook,17,031
Illinois,Crawford,17,033
Illinois,Cumberland,17,035
Illinois,De Kalb,17,037
Illinois,Dewitt,17,039
Illinois,Douglas,17,041
Illinois,Du Page,17,043
Illinois,Edgar,17,045
Illinois,Edwards,17,047
Illinois,Effingham,17,049
Illinois,Fayette,17,051
Illinois,Ford,17,053
Illinois,Franklin,17,055
Illinois,Fulton,17,057
Illinois,Gallatin,17,059
Illinois,Greene,17,061
Illinois,Grundy,17,063
Illinois,Hamilton,17,065
Illinois,Hancock,17,067
Illinois,Hardin,17,069
Illinois,Henderson,17,071
Illinois,Henry,17,073
Illinois,Iroquois,17,075
Illinois,Jackson,17,077
Illinois,Jasper,17,079
Illinois,Jefferson,17,081
Illinois,Jersey,17,083
Illinois,Jo Daviess,17,085
Illinois,Johnson,17,087
Illinois,Kane,17,089
Illinois,Kankakee,17,091
Illinois,Kendall,17,093
Illinois,Knox,17,095
Illinois,Lake,17,097
Illinois,La Salle,17,099
Illinois,Lawrence,17,101
Illinois,Lee,17,103
Illinois,Livingston,17,105
Illinois,Logan,17,107
Illinois,McDonough,17,109
Illinois,McHenry,17,111
Illinois,Mclean,17,113
Illinois,Macon,17,115
Illinois,Macoupin,17,117
Illinois,Madison,17,119
Illinois,Marion,17,121
Illinois,Marshall,17,123
Illinois,Mason,17,125
Illinois,Massac,17,127
Illinois,Menard,17,129
Illinois,Mercer,17,131
Illinois,Monroe,17,133
Illinois,Montgomery,17,135
Illinois,Morgan,17,137
Illinois,Moultrie,17,139
Illinois,Ogle,17,141
Illinois,Peoria,17,143
Illinois,Perry,17,145
Illinois,Piatt,17,147
Illinois,Pike,17,149
Illinois,Pope,17,151
Illinois,Pulaski,17,153
Illinois,Putnam,17,155
Illinois,Randolph,17,157
Illinois,Richland,17,159
Illinois,Rock Island,17,161
Illinois,St Clair,17,163
Illinois,Saline,17,165
Illinois,Sangamon,17,167
Illinois,Schuyler,17,169
Illinois,Scott,17,171
Illinois,Shelby,17,173
Illinois,Stark,17,175
Illinois,Stephenson,17,177
Illinois,Tazewell,17,179
Illinois,Union,17,181
Illinois,Vermilion,17,183
Illinois,Wabash,17,185
Illinois,Warren,17,187
Illinois,Washington,17,189
Illinois,Wayne,17,191
Illinois,White,17,193
Illinois,Whiteside,17,195
Illinois,Will,17,197
Illinois,Williamson,17,199
Illinois,Winnebago,17,201
Illinois,Woodford,17,203
Indiana,Adams,18,001
Indiana,Allen,18,003
Indiana,Bartholomew,18,005
Indiana,Benton,18,007
Indiana,Blackford,18,009
Indiana,Boone,18,011
Indiana,Brown,18,013
Indiana,Carroll,18,015
Indiana,Cass,18,017
Indiana,Clark,18,019
Indiana,Clay,18,021
Indiana,Clinton,18,023
Indiana,Crawford,18,025
Indiana,Daviess,18,027
Indiana,Dearborn,18,029
Indiana,Decatur,18,031
Indiana,De Kalb,18,033
Indiana,Delaware,18,035
Indiana,Dubois,18,037
Indiana,Elkhart,18,039
Indiana,Fayette,18,041
Indiana,Floyd,18,043
Indiana,Fountain,18,045
Indiana,Franklin,18,047
Indiana,Fulton,18,049
Indiana,Gibson,18,051
Indiana,Grant,18,053
Indiana,Greene,18,055
Indiana,Hamilton,18,057
Indiana,Hancock,18,059
Indiana,Harrison,18,061
Indiana,Hendricks,18,063
Indiana,Henry,18,065
Indiana,Howard,18,067
Indiana,Huntington,18,069
Indiana,Jackson,18,071
Indiana,Jasper,18,073
Indiana,Jay,18,075
Indiana,Jefferson,18,077
Indiana,Jennings,18,079
Indiana,Johnson,18,081
Indiana,Knox,18,083
Indiana,Kosciusko,18,085
Indiana,Lagrange,18,087
Indiana,Lake,18,089
Indiana,La Porte,18,091
Indiana,Lawrence,18,093
Indiana,Madison,18,095
Indiana,Marion,18,097
Indiana,Marshall,18,099
Indiana,Martin,18,101
Indiana,Miami,18,103
Indiana,Monroe,18,105
Indiana,Montgomery,18,107
Indiana,Morgan,18,109
Indiana,Newton,18,111
Indiana,Noble,18,113
Indiana,Ohio,18,115
Indiana,Orange,18,117
Indiana,Owen,18,119
Indiana,Parke,18,121
Indiana,Perry,18,123
Indiana,Pike,18,125
Indiana,Porter,18,127
Indiana,Posey,18,129
Indiana,Pulaski,18,131
Indiana,Putnam,18,133
Indiana,Randolph,18,135
Indiana,Ripley,18,137
Indiana,Rush,18,139
Indiana,St Joseph,18,141
Indiana,Scott,18,143
Indiana,Shelby,18,145
Indiana,Spencer,18,147
Indiana,Starke,18,149
Indiana,Steuben,18,151
Indiana,Sullivan,18,153
Indiana,Switzerland,18,155
Indiana,Tippecanoe,18,157
Indiana,Tipton,18,159
Indiana,Union,18,161
Indiana,Vanderburgh,18,163
Indiana,Vermillion,18,165
Indiana,Vigo,18,167
Indiana,Wabash,18,169
Indiana,Warren,18,171
Indiana,Warrick,18,173
Indiana,Washington,18,175
Indiana,Wayne,18,177
Indiana,Wells,18,179
Indiana,White,18,181
Indiana,Whitley,18,183
Iowa,Adair,19,001
Iowa,Adams,19,003
Iowa,Allamakee,19,005
Iowa,Appanoose,19,007
Iowa,Audubon,19,009
Iowa,Benton,19,011
Iowa,Black Hawk,19,013
Iowa,Boone,19,015
Iowa,Bremer,19,017
Iowa,Buchanan,19,019
Iowa,Buena Vista,19,021
Iowa,Butler,19,023
Iowa,Calhoun,19,025
Iowa,Carroll,19,027
Iowa,Cass,19,029
Iowa,Cedar,19,031
Iowa,Cerro Gordo,19,033
Iowa,Cherokee,19,035
Iowa,Chickasaw,19,037
Iowa,Clarke,19,039
Iowa,Clay,19,041
Iowa,Clayton,19,043
Iowa,Clinton,19,045
Iowa,Crawford,19,047
Iowa,Dallas,19,049
Iowa,Davis,19,051
Iowa,Decatur,19,053
Iowa,Delaware,19,055
Iowa,Des Moines,19,057
Iowa,Dickinson,19,059
Iowa,Dubuque,19,061
Iowa,Emmet,19,063
Iowa,Fayette,19,065
Iowa,Floyd,19,067
Iowa,Franklin,19,069
Iowa,Fremont,19,071
Iowa,Greene,19,073
Iowa,Grundy,19,075
Iowa,Guthrie,19,077
Iowa,Hamilton,19,079
Iowa,Hancock,19,081
Iowa,Hardin,19,083
Iowa,Harrison,19,085
Iowa,Henry,19,087
Iowa,Howard,19,089
Iowa,Humboldt,19,091
Iowa,Ida,19,093
Iowa,Iowa,19,095
Iowa,Jackson,19,097
Iowa,Jasper,19,099
Iowa,Jefferson,19,101
Iowa,Johnson,19,103
Iowa,Jones,19,105
Iowa,Keokuk,19,107
Iowa,Kossuth,19,109
Iowa,Lee,19,111
Iowa,Linn,19,113
Iowa,Louisa,19,115
Iowa,Lucas,19,117
Iowa,Lyon,19,119
Iowa,Madison,19,121
Iowa,Mahaska,19,123
Iowa,Marion,19,125
Iowa,Marshall,19,127
Iowa,Mills,19,129
Iowa,Mitchell,19,131
Iowa,Monona,19,133
Iowa,Monroe,19,135
Iowa,Montgomery,19,137
Iowa,Muscatine,19,139
Iowa,Obrien,19,141
Iowa,Osceola,19,143
Iowa,Page,19,145
Iowa,Palo Alto,19,147
Iowa,Plymouth,19,149
Iowa,Pocahontas,19,151
Iowa,Polk,19,153
Iowa,Pottawattamie,19,155
Iowa,Poweshiek,19,157
Iowa,Ringgold,19,159
Iowa,Sac,19,161
Iowa,Scott,19,163
Iowa,Shelby,19,165
Iowa,Sioux,19,167
Iowa,Story,19,169
Iowa,Tama,19,171
Iowa,Taylor,19,173
Iowa,Union,19,175
Iowa,Van Buren,19,177
Iowa,Wapello,19,179
Iowa,Warren,19,181
Iowa,Washington,19,183
Iowa,Wayne,19,185
Iowa,Webster,19,187
Iowa,Winnebago,19,189
Iowa,Winneshiek,19,191
Iowa,Woodbury,19,193
Iowa,Worth,19,195
Iowa,Wright,19,197
Kansas,Allen,20,001
Kansas,Anderson,20,003
Kansas,Atchison,20,005
Kansas,Barber,20,007
Kansas,Barton,20,009
Kansas,Bourbon,20,011
Kansas,Brown,20,013
Kansas,Butler,20,015
Kansas,Chase,20,017
Kansas,Chautauqua,20,019
Kansas,Cherokee,20,021
Kansas,Cheyenne,20,023
Kansas,Clark,20,025
Kansas,Clay,20,027
Kansas,Cloud,20,029
Kansas,Coffey,20,031
Kansas,Comanche,20,033
Kansas,Cowley,20,035
Kansas,Crawford,20,037
Kansas,Decatur,20,039
Kansas,Dickinson,20,041
Kansas,Doniphan,20,043
Kansas,Douglas,20,045
Kansas,Edwards,20,047
Kansas,Elk,20,049
Kansas,Ellis,20,051
Kansas,Ellsworth,20,053
Kansas,Finney,20,055
Kansas,Ford,20,057
Kansas,Franklin,20,059
Kansas,Geary,20,061
Kansas,Gove,20,063
Kansas,Graham,20,065
Kansas,Grant,20,067
Kansas,Gray,20,069
Kansas,Greeley,20,071
Kansas,Greenwood,20,073
Kansas,Hamilton,20,075
Kansas,Harper,20,077
Kansas,Harvey,20,079
Kansas,Haskell,20,081
Kansas,Hodgeman,20,083
Kansas,Jackson,20,085
Kansas,Jefferson,20,087
Kansas,Jewell,20,089
Kansas,Johnson,20,091
Kansas,Kearny,20,093
Kansas,Kingman,20,095
Kansas,Kiowa,20,097
Kansas,Labette,20,099
Kansas,Lane,20,101
Kansas,Leavenworth,20,103
Kansas,Lincoln,20,105
Kansas,Linn,20,107
Kansas,Logan,20,109
Kansas,Lyon,20,111
Kansas,McPherson,20,113
Kansas,Marion,20,115
Kansas,Marshall,20,117
Kansas,Meade,20,119
Kansas,Miami,20,121
Kansas,Mitchell,20,123
Kansas,Montgomery,20,125
Kansas,Morris,20,127
Kansas,Morton,20,129
Kansas,Nemaha,20,131
Kansas,Neosho,20,133
Kansas,Ness,20,135
Kansas,Norton,20,137
Kansas,Osage,20,139
Kansas,Osborne,20,141
Kansas,Ottawa,20,143
Kansas,Pawnee,20,145
Kansas,Phillips,20,147
Kansas,Pottawatomie,20,149
Kansas,Pratt,20,151
Kansas,Rawlins,20,153
Kansas,Reno,20,155
Kansas,Republic,20,157
Kansas,Rice,20,159
Kansas,Riley,20,161
Kansas,Rooks,20,163
Kansas,Rush,20,165
Kansas,Russell,20,167
Kansas,Saline,20,169
Kansas,Scott,20,171
Kansas,Sedgwick,20,173
Kansas,Seward,20,175
Kansas,Shawnee,20,177
Kansas,Sheridan,20,179
Kansas,Sherman,20,181
Kansas,Smith,20,183
Kansas,Stafford,20,185
Kansas,Stanton,20,187
Kansas,Stevens,20,189
Kansas,Sumner,20,191
Kansas,Thomas,20,193
Kansas,Trego,20,195
Kansas,Wabaunsee,20,197
Kansas,Wallace,20,199
Kansas,Washington,20,201
Kansas,Wichita,20,203
Kansas,Wilson,20,205
Kansas,Woodson,20,207
Kansas,Wyandotte,20,209
Kentucky,Adair,21,001
Kentucky,Allen,21,003
Kentucky,Anderson,21,005
Kentucky,Ballard,21,007
Kentucky,Barren,21,009
Kentucky,Bath,21,011
Kentucky,Bell,21,013
Kentucky,Boone,21,015
Kentucky,Bourbon,21,017
Kentucky,Boyd,21,019
Kentucky,Boyle,21,021
Kentucky,Bracken,21,023
Kentucky,Breathitt,21,025
Kentucky,Breckinridge,21,027
Kentucky,Bullitt,21,029
Kentucky,Butler,21,031
Kentucky,Caldwell,21,033
Kentucky,Calloway,21,035
